bg2020gj,bg2020ge,tr2010gj,tr2010ge,wt_pop,wt_adult,wt_hh,wt_hu,parea
G39001300109023,390130109023,G3900130010900,39013010900,1,1,1,1,1
G39001300109024,390130109024,G3900130010900,39013010900,1,1,1,1,1
G39001300109025,390130109025,G3900130010900,39013010900,1,1,1,1,1
G39001300110001,390130110001,G3900130011000,39013011000,1,1,1,1,1
G39001300110002,390130110002,G3900130011000,39013011000,1,1,1,1,1
G39001300110003,390130110003,G3900130011000,39013011000,1,1,1,1,1
G39001300110004,390130110004,G3900130011000,39013011000,1,1,1,1,1
G39001300110005,390130110005,G3900130011000,39013011000,1,1,1,1,1
G39001300112001,390130112001,G3900130011200,39013011200,1,1,1,1,1
G39001300112002,390130112002,G3900130011200,39013011200,1,1,1,1,1
G39001300112003,390130112003,G3900130011200,39013011200,1,1,1,1,1
G39001300113001,390130113001,G3900130011300,39013011300,1,1,1,1,1
G39001300113002,390130113002,G3900130011300,39013011300,1,1,1,1,1
G39001300113003,390130113003,G3900130011300,39013011300,1,1,1,1,1
G39001300114001,390130114001,G3900130011400,39013011400,1,1,1,1,1
G39001300114002,390130114002,G3900130011400,39013011400,1,1,1,1,1
G39001300114003,390130114003,G3900130011400,39013011400,1,1,1,1,1
G39001300114004,390130114004,G3900130011400,39013011400,0.998407387992,0.998502743963,0.998496548421,0.998604796934,0.999981550864
G39001300114004,390130114004,G3900130011500,39013011500,0.001592612008,0.001497256037,0.001503451579,0.001395203066,1.8449136e-5
G39001300115001,390130115001,G3900130011500,39013011500,1,1,1,1,1
G39001300115002,390130115002,G3900130011500,39013011500,1,1,1,1,1
G39001300116001,390130116001,G3900130011600,39013011600,1,1,1,1,0.999474833771
G39001300116001,390130116001,G3900130011700,39013011700,0,0,0,0,5.25166229e-4
G39001300116002,390130116002,G3900130011600,39013011600,1,1,1,1,1
G39001300117001,390130117001,G3900130011700,39013011700,1,1,1,1,0.999897128912
G39001300117001,390130117001,G3900130011400,39013011400,0,0,0,0,1.02871088e-4
G39001300117002,390130117002,G3900130011700,39013011700,1,1,1,1,1
G39001300119001,390130119001,G3900130011900,39013011900,1,1,1,1,1
G39001300119002,390130119002,G3900130011900,39013011900,1,1,1,1,1
G39001300119003,390130119003,G3900130011900,39013011900,1,1,1,1,1
G39001300120001,390130120001,G3900130012000,39013012000,1,1,1,1,1
G39001300120002,390130120002,G3900130012000,39013012000,1,1,1,1,1
G39001300121001,390130121001,G3900130012100,39013012100,1,1,1,1,1
G39001300122011,390130122011,G3900130012200,39013012200,1,1,1,1,1
G39001300122012,390130122012,G3900130012200,39013012200,1,1,1,1,1
G39001300122021,390130122021,G3900130012200,39013012200,1,1,1,1,1
G39001300122022,390130122022,G3900130012200,39013012200,1,1,1,1,1
G39001300123001,390130123001,G3900130012300,39013012300,1,1,1,1,1
G39001300123002,390130123002,G3900130012300,39013012300,1,1,1,1,1
G39001300123003,390130123003,G3900130012300,39013012300,1,1,1,1,1
G39001300124001,390130124001,G3900130012400,39013012400,1,1,1,1,0.99990016169
G39001300124001,390130124001,G3900130012300,39013012300,0,0,0,0,9.983831e-5
G39001300124002,390130124002,G3900130012400,39013012400,1,1,1,1,1
G39001300124003,390130124003,G3900130012400,39013012400,1,1,1,1,1
G39001300124004,390130124004,G3900130012400,39013012400,1,1,1,1,1
G39001509512011,390159512011,G3900150951201,39015951201,1,1,1,1,1
G39001509512012,390159512012,G3900150951201,39015951201,1,1,1,1,1
G39001509512013,390159512013,G3900150951201,39015951201,1,1,1,1,1
G39001509512014,390159512014,G3900150951201,39015951201,1,1,1,1,1
G39001509512021,390159512021,G3900150951202,39015951202,1,1,1,1,1
G39001509512022,390159512022,G3900150951202,39015951202,1,1,1,1,1
G39001509512023,390159512023,G3900150951202,39015951202,1,1,1,1,1
G39001509512024,390159512024,G3900150951202,39015951202,1,1,1,1,1
G39001509513011,390159513011,G3900150951300,39015951300,1,1,1,1,1
G39001509513012,390159513012,G3900150951300,39015951300,1,1,1,1,0.998972210737
G39001509513012,390159513012,G3900150951900,39015951900,0,0,0,0,0.001027789263
G39001509513013,390159513013,G3900150951300,39015951300,1,1,1,1,1
G39001509513021,390159513021,G3900150951300,39015951300,1,1,1,1,1
G39001509513022,390159513022,G3900150951300,39015951300,1,1,1,1,1
G39001509514001,390159514001,G3900150951400,39015951400,1,1,1,1,1
G39001509514002,390159514002,G3900150951400,39015951400,1,1,1,1,0.999933591222
G39001509514002,390159514002,G3900150951300,39015951300,0,0,0,0,6.6408778e-5
G39001509514003,390159514003,G3900150951400,39015951400,1,1,1,1,1
G39001509515001,390159515001,G3900150951500,39015951500,1,1,1,1,1
G39001509515002,390159515002,G3900150951500,39015951500,1,1,1,1,1
G39001509515003,390159515003,G3900150951500,39015951500,1,1,1,1,1
G39001509515004,390159515004,G3900150951500,39015951500,1,1,1,1,1
G39001509516001,390159516001,G3900150951600,39015951600,1,1,1,1,0.999824988346
G39001509516001,390159516001,G3900150951500,39015951500,0,0,0,0,1.33625142e-4
G39001509516001,390159516001,G3900150951700,39015951700,0,0,0,0,4.1386512e-5
G39001509516002,390159516002,G3900150951600,39015951600,1,1,1,1,1
G39001509516003,390159516003,G3900150951600,39015951600,1,1,1,1,1
G39001509517001,390159517001,G3900150951700,39015951700,1,1,1,1,1
G39001509517002,390159517002,G3900150951700,39015951700,1,1,1,1,1
G39001509517003,390159517003,G3900150951700,39015951700,1,1,1,1,0.999199579715
G39001509517003,390159517003,G3900150951600,39015951600,0,0,0,0,8.00420285e-4
G39001509518001,390159518001,G3900150951800,39015951800,1,1,1,1,1
G39001509518002,390159518002,G3900150951800,39015951800,1,1,1,1,1
G39001509518003,390159518003,G3900150951800,39015951800,1,1,1,1,1
G39001509518004,390159518004,G3900150951800,39015951800,1,1,1,1,1
G39001509519001,390159519001,G3900150951900,39015951900,1,1,1,1,0.998547083563
G39001509519001,390159519001,G3900150951300,39015951300,0,0,0,0,0.001452916437
G39001509519002,390159519002,G3900150951900,39015951900,1,1,1,1,1
G39001509519003,390159519003,G3900150951900,39015951900,1,1,1,1,1
G39001509519004,390159519004,G3900150951900,39015951900,1,1,1,1,1
G39001700001001,390170001001,G3900170000100,39017000100,1,1,1,1,1
G39001700001002,390170001002,G3900170000100,39017000100,1,1,1,1,1
G39001700001003,390170001003,G3900170000100,39017000100,1,1,1,1,1
G39001700001004,390170001004,G3900170000100,39017000100,1,1,1,1,1
G39001700001005,390170001005,G3900170000100,39017000100,1,1,1,1,1
G39001700001006,390170001006,G3900170000100,39017000100,0.998810000912,0.998507218924,0.998998336669,0.999055509233,0.999070810043
G39001700001006,390170001006,G3900170010901,39017010901,0.001189999088,0.001492781076,0.001001663331,9.44490767e-4,9.29189957e-4
G39001700002001,390170002001,G3900170000200,39017000200,1,1,1,1,1
G39001700002002,390170002002,G3900170000200,39017000200,1,1,1,1,1
G39001700002003,390170002003,G3900170000200,39017000200,1,1,1,1,1
G39001700002004,390170002004,G3900170000200,39017000200,1,1,1,1,1
G39001700002005,390170002005,G3900170000200,39017000200,1,1,1,1,1
G39001700003001,390170003001,G3900170000300,39017000300,1,1,1,1,1
G39001700003002,390170003002,G3900170000300,39017000300,1,1,1,1,1
G39001700003002,390170003002,G3900170014900,39017014900,0,0,0,0,0
G39001700003003,390170003003,G3900170000300,39017000300,1,1,1,1,1
G39001700004001,390170004001,G3900170000400,39017000400,1,1,1,1,0.994250862371
G39001700004001,390170004001,G3900170014600,39017014600,0,0,0,0,0.005749137629
G39001700004002,390170004002,G3900170000400,39017000400,1,1,1,1,0.989106854137
G39001700004002,390170004002,G3900170000300,39017000300,0,0,0,0,0.002205235259
G39001700004002,390170004002,G3900170014600,39017014600,0,0,0,0,0.008687910604
G39001700004003,390170004003,G3900170000400,39017000400,1,1,1,1,1
G39001700004004,390170004004,G3900170000400,39017000400,1,1,1,1,1
G39001700004005,390170004005,G3900170000400,39017000400,0.999986876642,0.999984176934,0.999988641551,0.999989318748,0.996666249832
G39001700004005,390170004005,G3900170010906,39017010906,1.3123358e-5,1.5823066e-5,1.1358449e-5,1.0681252e-5,0.003333750168
G39001700005001,390170005001,G3900170000500,39017000500,1,1,1,1,1
G39001700005002,390170005002,G3900170000500,39017000500,1,1,1,1,1
G39001700005003,390170005003,G3900170000500,39017000500,1,1,1,1,1
G39001700005004,390170005004,G3900170000500,39017000500,1,1,1,1,1
G39001700005005,390170005005,G3900170000500,39017000500,1,1,1,1,1
G39001700005006,390170005006,G3900170000500,39017000500,1,1,1,1,1
G39001700006001,390170006001,G3900170000600,39017000600,1,1,1,1,1
G39001700006002,390170006002,G3900170000600,39017000600,1,1,1,1,1
G39001700006003,390170006003,G3900170000600,39017000600,1,1,1,1,1
G39001700006004,390170006004,G3900170000600,39017000600,1,1,1,1,1
G39001700006005,390170006005,G3900170000600,39017000600,1,1,1,1,1
G39001700006006,390170006006,G3900170000600,39017000600,1,1,1,1,1
G39001700010011,390170010011,G3900170001001,39017001001,1,1,1,1,1
G39001700010012,390170010012,G3900170001001,39017001001,1,1,1,1,1
G39001700010021,390170010021,G3900170001002,39017001002,1,1,1,1,1
G39001700010022,390170010022,G3900170001002,39017001002,1,1,1,1,1
G39001700010023,390170010023,G3900170001002,39017001002,1,1,1,1,0.996832616449
G39001700010023,390170010023,G3900170001100,39017001100,0,0,0,0,0.003167383551
G39001700010024,390170010024,G3900170001002,39017001002,1,1,1,1,1
G39001700010025,390170010025,G3900170001002,39017001002,1,1,1,1,1
G39001700011001,390170011001,G3900170001100,39017001100,1,1,1,1,1
G39001700011002,390170011002,G3900170001100,39017001100,1,1,1,1,1
G39001700011003,390170011003,G3900170001100,39017001100,1,1,1,1,1
G39001700011004,390170011004,G3900170001100,39017001100,1,1,1,1,1
G39001700011005,390170011005,G3900170001100,39017001100,1,1,1,1,1
G39001700013001,390170013001,G3900170001300,39017001300,1,1,1,1,1
G39001700013002,390170013002,G3900170001300,39017001300,0.99932385344,0.999162674284,1,0.999161675089,0.998565985824
G39001700013002,390170013002,G3900170014900,39017014900,6.7614656e-4,8.37325716e-4,0,8.38324911e-4,0.001434014176
G39001700013003,390170013003,G3900170001300,39017001300,1,1,1,1,1
G39001700101021,390170101021,G3900170010102,39017010102,1,1,1,1,0.999550230271
G39001700101021,390170101021,G3900170010101,39017010101,0,0,0,0,4.49769729e-4
G39001700101022,390170101022,G3900170010102,39017010102,1,1,1,1,0.958764037107
G39001700101022,390170101022,G3900170010202,39017010202,0,0,0,0,0.041235962893
G39001700101031,390170101031,G3900170010103,39017010103,1,1,1,1,1
G39001700101032,390170101032,G3900170010103,39017010103,1,1,1,1,1
G39001700101033,390170101033,G3900170010103,39017010103,1,1,1,1,1
G39001700101041,390170101041,G3900170010104,39017010104,1,1,1,1,1
G39001700101051,390170101051,G3900170010101,39017010101,1,1,1,1,1
G39001700101052,390170101052,G3900170010101,39017010101,0.996055435976,0.996211502991,0.996888959921,0.99738187796,0.887010967353
G39001700101052,390170101052,G3900170010202,39017010202,0.003944564024,0.003788497009,0.003111040079,0.00261812204,0.112989032647
G39001700101053,390170101053,G3900170010101,39017010101,1,1,1,1,1
G39001700101061,390170101061,G3900170010101,39017010101,1,1,1,1,1
G39001700101062,390170101062,G3900170010101,39017010101,1,1,1,1,1
G39001700101063,390170101063,G3900170010101,39017010101,1,1,1,1,1
G39001700102011,390170102011,G3900170010201,39017010201,1,1,1,1,1
G39001700102021,390170102021,G3900170010202,39017010202,0.588513815364,0.543063061219,0.57023654486,0.534815076468,0.975818576235
G39001700102021,390170102021,G3900170010102,39017010102,0.001816650784,0.001556928323,0.00134213143,0.001399966123,8.66455759e-4
G39001700102021,390170102021,G3900170010101,39017010101,3.770528e-6,3.666372e-6,3.670319e-6,3.207644e-6,2.2710773e-5
G39001700102021,390170102021,G3900170010103,39017010103,0.409665763324,0.455376344086,0.428417653391,0.463781749765,0.023292257233
G39001700102022,390170102022,G3900170010202,39017010202,1,1,1,1,1
G39001700102023,390170102023,G3900170010202,39017010202,1,1,1,1,1
G39001700102031,390170102031,G3900170010203,39017010203,1,1,1,1,1
G39001700102032,390170102032,G3900170010203,39017010203,1,1,1,1,1
G39001700102033,390170102033,G3900170010203,39017010203,1,1,1,1,1
G39001700103011,390170103011,G3900170010301,39017010301,1,1,1,1,1
G39001700103012,390170103012,G3900170010301,39017010301,1,1,1,1,1
G39001700103013,390170103013,G3900170010301,39017010301,1,1,1,1,1
G39001700103021,390170103021,G3900170010302,39017010302,1,1,1,1,1
G39001700103022,390170103022,G3900170010302,39017010302,1,1,1,1,1
G39001700105001,390170105001,G3900170010500,39017010500,1,1,1,1,1
G39001700105002,390170105002,G3900170010500,39017010500,1,1,1,1,1
G39001700106001,390170106001,G3900170010600,39017010600,1,1,1,1,1
G39001700106002,390170106002,G3900170010600,39017010600,1,1,1,1,1
G39001700108001,390170108001,G3900170010800,39017010800,1,1,1,1,1
G39001700108002,390170108002,G3900170010800,39017010800,1,1,1,1,1
G39001700108003,390170108003,G3900170010800,39017010800,1,1,1,1,1
G39001700108004,390170108004,G3900170010800,39017010800,1,1,1,1,1
G39001700109011,390170109011,G3900170010901,39017010901,1,1,1,1,1
G39001700109012,390170109012,G3900170000200,39017000200,0,0,0,0,0.002996044584
G39001700109012,390170109012,G3900170010901,39017010901,1,1,1,1,0.997003955416
G39001700109013,390170109013,G3900170010901,39017010901,1,1,1,1,1
G39001700109014,390170109014,G3900170010901,39017010901,1,1,1,1,1
G39001700109015,390170109015,G3900170010901,39017010901,1,1,1,1,1
G39001700109031,390170109031,G3900170010903,39017010903,1,1,1,1,1
G39001700109032,390170109032,G3900170010903,39017010903,1,1,1,1,1
G39001700109033,390170109033,G3900170010903,39017010903,1,1,1,1,1
G39001700109034,390170109034,G3900170010903,39017010903,1,1,1,1,1
G39001700109041,390170109041,G3900170010904,39017010904,1,1,1,1,1
G39001700109042,390170109042,G3900170010904,39017010904,1,1,1,1,1
G39001700109043,390170109043,G3900170010904,39017010904,1,1,1,1,1
G39001700109044,390170109044,G3900170010904,39017010904,1,1,1,1,1
G39001700109061,390170109061,G3900170010906,39017010906,0.991813286325,0.992352897266,1,0.996910972975,0.999430636855
G39001700109061,390170109061,G3900170000400,39017000400,0.008186713675,0.007647102734,0,0.003089027025,5.69363145e-4
G39001700109062,390170109062,G3900170010906,39017010906,1,1,1,1,1
G39001700109063,390170109063,G3900170010906,39017010906,1,1,1,1,1
G39001700109064,390170109064,G3900170010906,39017010906,1,1,1,1,1
G39001700109065,390170109065,G3900170010906,39017010906,1,1,1,1,1
G39001700109071,390170109071,G3900170010907,39017010907,1,1,1,1,1
G39001700109072,390170109072,G3900170010907,39017010907,1,1,1,1,1
G39001700109091,390170109091,G3900170010909,39017010909,1,1,1,1,1
G39001700109092,390170109092,G3900170010909,39017010909,1,1,1,1,0.999713444385
G39001700109092,390170109092,G3900170011004,39017011004,0,0,0,0,2.86555615e-4
G39001700109093,390170109093,G3900170010909,39017010909,1,1,1,1,1
G39001700109101,390170109101,G3900170010910,39017010910,1,1,1,1,1
G39001700109102,390170109102,G3900170010910,39017010910,1,1,1,1,1
G39001700109103,390170109103,G3900170010910,39017010910,1,1,1,1,1
G39001700109111,390170109111,G3900170010911,39017010911,1,1,1,1,1
G39001700109112,390170109112,G3900170010911,39017010911,1,1,1,1,1
G39001700109113,390170109113,G3900170010911,39017010911,1,1,1,1,1
G39001700109121,390170109121,G3900170010908,39017010908,1,1,1,1,1
G39001700109122,390170109122,G3900170010908,39017010908,1,1,1,1,1
G39001700109131,390170109131,G3900170010908,39017010908,1,1,1,1,0.986318646891
G39001700109131,390170109131,G3900170010906,39017010906,0,0,0,0,0.013681353109
G39001700109132,390170109132,G3900170010908,39017010908,1,1,1,1,1
G39001700109133,390170109133,G3900170010908,39017010908,1,1,1,1,1
G39001700110031,390170110031,G3900170011003,39017011003,1,1,1,1,1
G39001700110032,390170110032,G3900170011003,39017011003,1,1,1,1,1
G39001700110033,390170110033,G3900170011003,39017011003,1,1,1,1,1
G39001700110041,390170110041,G3900170011004,39017011004,1,1,1,1,1
G39001700110042,390170110042,G3900170011004,39017011004,1,1,1,1,1
G39001700110043,390170110043,G3900170011004,39017011004,1,1,1,1,1
G39001700110044,390170110044,G3900170011004,39017011004,1,1,1,1,0.994029111573
G39001700110044,390170110044,G3900170010906,39017010906,0,0,0,0,5.05366062e-4
G39001700110044,390170110044,G3900170010909,39017010909,0,0,0,0,0.005414817093
G39001700110044,390170110044,G3900170011003,39017011003,0,0,0,0,5.0705272e-5
G39001700110051,390170110051,G3900170011002,39017011002,1,1,1,1,1
G39001700110052,390170110052,G3900170011002,39017011002,1,1,1,1,1
G39001700110053,390170110053,G3900170011002,39017011002,1,1,1,1,0.970516438848
G39001700110053,390170110053,G3900170000600,39017000600,0,0,0,0,0.006534058744
G39001700110053,390170110053,G3900170014600,39017014600,0,0,0,0,0.022949502408
G39001700110061,390170110061,G3900170011002,39017011002,1,1,1,1,1
G39001700110062,390170110062,G3900170011002,39017011002,1,1,1,1,1
G39001700111091,390170111091,G3900170011109,39017011109,1,1,1,1,1
G39001700111092,390170111092,G3900170011109,39017011109,1,1,1,1,1
G39001700111093,390170111093,G3900170011109,39017011109,1,1,1,1,1
G39001700111094,390170111094,G3900170011109,39017011109,1,1,1,1,1
G39001700111101,390170111101,G3900170011110,39017011110,1,1,1,1,1
G39001700111102,390170111102,G3900170011110,39017011110,1,1,1,1,1
G39001700111103,390170111103,G3900170011110,39017011110,1,1,1,1,1
G39001700111104,390170111104,G3900170011110,39017011110,1,1,1,1,1
G39001700111111,390170111111,G3900170011111,39017011111,1,1,1,1,1
G39001700111112,390170111112,G3900170011111,39017011111,1,1,1,1,1
G39001700111113,390170111113,G3900170011111,39017011111,1,1,1,1,1
G39001700111114,390170111114,G3900170011111,39017011111,1,1,1,1,1
