"","X","GEOID","aian_2021","asian_2021","hhlivingalone_2021","black_2021","blackmedianincome_2021","blackpoverty_2021","familyhouseholds_2021","fouryeardegree_2021","graddegree_2021","hsgrad_2021","latino_2021","latinopoverty_2021","lessthanhs_2021","medianage_2021","grossrent_2021","medianyearbuilt_2021","monthlyhousingcost_2021","multipleraces_2021","nonfamilyhouseholds_2021","numberofhousingunits_2021","over25population_2021","poverty_2021","totalpopulation_2021","vacantunits_2021","whitemalebach_2021","whitemalehs_2021","whitemalelessthanhs_2021","white_2021","white25andolder_2021","whitemedianincome_2021","whitepoverty_2021","whitefemalebach_2021","whitefemalehs_2021","whitefemalelessthanhs_2021","renters_2021","occupiedunits_2021","vacancyrate_2021","pctwhite_2021","pctblack_2021","pctlatino_2021","pctwhitepoverty_2021","pctblackpoverty_2021","pctlatinopoverty_2021","pctpoverty_2021","medianagehousing_2021","pctlessthanhs_2021","whitepctlessthanhs_2021","pcthsgrad_2021","whitepcthsgrad_2021","pctfouryeardegree_2021","whitepctbachabove_2021","pctgraddegree_2021","pctrenters_2021"
"569",569,390490078111,0,0,73,0,NA,NA,194,NA,NA,NA,0,NA,NA,54.4,NA,1964,NA,0,91,285,NA,NA,533,0,NA,NA,NA,512,NA,NA,NA,NA,NA,NA,0,527,0,96.0600375234522,0,0,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,0
"570",570,390490078112,0,9,298,203,NA,NA,240,NA,NA,NA,48,NA,NA,38.2,1209,1962,NA,25,379,628,NA,NA,1134,9,NA,NA,NA,840,NA,NA,NA,NA,NA,NA,587,1134,0.0143312101910828,74.0740740740741,17.9012345679012,4.23280423280423,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,NA,51.7636684303351
"571",571,390490078113,0,51,109,81,NA,NA,423,NA,NA,NA,38,NA,NA,46.8,NA,1962,NA,0,128,595,NA,NA,1307,44,NA,NA,NA,1157,NA,NA,NA,NA,NA,NA,61,1303,0.0739495798319328,88.5233358837031,6.19739862280031,2.90742157612854,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,NA,4.6815042210284
"572",572,390490078114,0,108,220,61,NA,NA,207,NA,NA,NA,0,NA,NA,28,1017,1977,NA,0,284,515,NA,NA,1187,24,NA,NA,NA,953,NA,NA,NA,NA,NA,NA,960,1187,0.0466019417475728,80.2864363942713,5.13900589721988,0,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,80.8761583824768
"573",573,390490078121,0,26,28,265,NA,NA,156,NA,NA,NA,26,NA,NA,24.1,1626,1990,NA,0,129,541,NA,NA,837,256,NA,NA,NA,520,NA,NA,NA,NA,NA,NA,805,805,0.473197781885397,62.1266427718041,31.6606929510155,3.1063321385902,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,100
"574",574,390490078122,0,0,168,49,NA,NA,139,NA,NA,NA,0,NA,NA,56.7,1188,1963,NA,0,215,354,NA,NA,897,0,NA,NA,NA,770,NA,NA,NA,NA,NA,NA,201,784,0,85.8416945373467,5.46265328874025,0,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,25.6377551020408
"575",575,390490078123,0,11,28,17,NA,NA,265,NA,NA,NA,0,NA,NA,35.8,1463,1966,NA,0,95,360,NA,NA,1006,0,NA,NA,NA,943,NA,NA,NA,NA,NA,NA,140,1006,0,93.7375745526839,1.68986083499006,0,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,13.9165009940358
"576",576,390490078124,0,105,86,173,NA,NA,136,NA,NA,NA,105,NA,NA,25.7,1309,1982,NA,0,307,443,NA,NA,892,0,NA,NA,NA,546,NA,NA,NA,NA,NA,NA,854,892,0,61.2107623318386,19.3946188340807,11.7713004484305,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,95.7399103139013
"577",577,390490078125,0,346,114,64,NA,NA,246,NA,NA,NA,32,NA,NA,30.1,1672,1980,NA,48,303,692,NA,NA,1254,143,NA,NA,NA,766,NA,NA,NA,NA,NA,NA,665,1154,0.206647398843931,61.0845295055821,5.103668261563,2.5518341307815,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,57.6256499133449
"578",578,390490078201,0,405,107,0,NA,NA,45,NA,NA,NA,16,NA,NA,22.8,916,1958,NA,0,203,346,NA,NA,609,98,NA,NA,NA,198,NA,NA,NA,NA,NA,NA,609,609,0.283236994219653,32.512315270936,0,2.62725779967159,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,NA,100
"579",579,390490078202,0,510,300,113,NA,NA,295,NA,NA,NA,161,NA,NA,26.6,836,1969,NA,110,531,912,NA,NA,1810,86,NA,NA,NA,892,NA,NA,NA,NA,NA,NA,1810,1810,0.0942982456140351,49.2817679558011,6.24309392265193,8.89502762430939,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,100
"580",580,390490078203,0,192,150,68,NA,NA,67,NA,NA,NA,213,NA,NA,24.5,976,1971,NA,0,266,385,NA,NA,876,52,NA,NA,NA,377,NA,NA,NA,NA,NA,NA,854,876,0.135064935064935,43.0365296803653,7.76255707762557,24.3150684931507,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,97.4885844748858
"581",581,390490078204,0,236,116,0,NA,NA,56,NA,NA,NA,11,NA,NA,23.9,1120,1969,NA,0,286,355,NA,NA,628,13,NA,NA,NA,349,NA,NA,NA,NA,NA,NA,604,628,0.0366197183098592,55.5732484076433,0,1.7515923566879,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,96.1783439490446
"582",582,390490078301,0,145,565,58,NA,NA,95,NA,NA,NA,0,NA,NA,29.3,1073,1970,NA,0,641,847,NA,NA,947,111,NA,NA,NA,728,NA,NA,NA,NA,NA,NA,770,947,0.131050767414404,76.8743400211193,6.12460401267159,0,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,81.3093980992608
"583",583,390490078302,0,250,682,215,NA,NA,255,NA,NA,NA,257,NA,NA,27.8,1199,1987,NA,88,1008,1415,NA,NA,2137,152,NA,NA,NA,1516,NA,NA,NA,NA,NA,NA,1560,2132,0.107420494699647,70.9405708937763,10.0608329433786,12.0262049602246,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,73.1707317073171
"584",584,390490079221,0,95,46,12,NA,NA,481,NA,NA,NA,0,NA,NA,40.4,NA,1994,NA,0,60,541,NA,NA,1525,0,NA,NA,NA,1389,NA,NA,NA,NA,NA,NA,75,1525,0,91.0819672131148,0.786885245901639,0,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,4.91803278688525
"585",585,390490079222,0,70,50,10,NA,NA,611,NA,NA,NA,90,NA,NA,35.2,1634,1993,NA,0,86,711,NA,NA,2110,14,NA,NA,NA,1766,NA,NA,NA,NA,NA,NA,626,2110,0.019690576652602,83.696682464455,0.4739336492891,4.2654028436019,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,29.6682464454976
"586",586,390490079223,0,510,556,79,NA,NA,799,NA,NA,NA,278,NA,NA,31.3,1383,2012,NA,17,689,1543,NA,NA,2834,55,NA,NA,NA,2009,NA,NA,NA,NA,NA,NA,2406,2834,0.0356448476992871,70.8892025405787,2.78757939308398,9.80945659844742,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,84.8976711362032
"587",587,390490079311,0,21,72,130,NA,NA,573,NA,NA,NA,21,NA,NA,35.1,1283,1992,NA,15,102,675,NA,NA,2019,0,NA,NA,NA,1623,NA,NA,NA,NA,NA,NA,240,2019,0,80.3863298662704,6.43883110450718,1.04011887072808,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,11.8870728083209
"588",588,390490079312,0,100,240,110,NA,NA,708,NA,NA,NA,0,NA,NA,37.9,1089,1958,NA,0,287,1016,NA,NA,2441,21,NA,NA,NA,2099,NA,NA,NA,NA,NA,NA,680,2441,0.0206692913385827,85.9893486276116,4.50634985661614,0,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,NA,27.8574354772634
"589",589,390490079411,0,41,202,66,NA,NA,151,NA,NA,NA,18,NA,NA,27.5,1513,1996,NA,0,283,489,NA,NA,926,55,NA,NA,NA,819,NA,NA,NA,NA,NA,NA,485,912,0.112474437627812,88.4449244060475,7.12742980561555,1.9438444924406,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,53.1798245614035
"590",590,390490079412,0,67,258,246,NA,NA,525,NA,NA,NA,205,NA,NA,36.9,1190,1985,NA,0,317,852,NA,NA,1961,10,NA,NA,NA,1421,NA,NA,NA,NA,NA,NA,364,1961,0.0117370892018779,72.4630290668026,12.5446200917899,10.4538500764916,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,18.5619581845997
"591",591,390490079551,0,0,87,0,NA,NA,328,NA,NA,NA,0,NA,NA,34.1,NA,1958,NA,0,87,415,NA,NA,1111,0,NA,NA,NA,986,NA,NA,NA,NA,NA,NA,323,1111,0,88.7488748874888,0,0,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,NA,29.0729072907291
"592",592,390490079552,0,223,163,35,NA,NA,501,NA,NA,NA,0,NA,NA,34.4,1212,1993,NA,0,225,726,NA,NA,1859,0,NA,NA,NA,1512,NA,NA,NA,NA,NA,NA,204,1859,0,81.3340505648198,1.88273265196342,0,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,10.9736417428725
"593",593,390490079561,0,0,121,113,NA,NA,440,NA,NA,NA,22,NA,NA,32.9,1415,1994,NA,0,176,616,NA,NA,1798,0,NA,NA,NA,1593,NA,NA,NA,NA,NA,NA,270,1798,0,88.5984427141268,6.28476084538376,1.22358175750834,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,15.0166852057842
"594",594,390490079562,0,95,349,365,NA,NA,748,NA,NA,NA,406,NA,NA,37.5,1559,1993,NA,279,387,1135,NA,NA,2912,0,NA,NA,NA,2173,NA,NA,NA,NA,NA,NA,177,2912,0,74.6222527472527,12.5343406593407,13.9423076923077,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,6.0782967032967
"595",595,390490079571,0,0,228,0,NA,NA,530,NA,NA,NA,0,NA,NA,34.8,1318,1983,NA,0,259,789,NA,NA,1975,0,NA,NA,NA,1975,NA,NA,NA,NA,NA,NA,1492,1975,0,100,0,0,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,75.5443037974684
"596",596,390490079572,0,49,503,16,NA,NA,270,NA,NA,NA,87,NA,NA,35.3,1334,1998,NA,0,587,899,NA,NA,1386,42,NA,NA,NA,1234,NA,NA,NA,NA,NA,NA,819,1322,0.0467185761957731,89.033189033189,1.15440115440115,6.27705627705628,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,61.9515885022693
"597",597,390490079573,0,67,347,96,NA,NA,584,NA,NA,NA,27,NA,NA,41.1,1294,1983,NA,26,388,1011,NA,NA,2210,39,NA,NA,NA,1918,NA,NA,NA,NA,NA,NA,337,2210,0.0385756676557863,86.7873303167421,4.34389140271493,1.22171945701357,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,15.2488687782805
"598",598,390490079581,0,247,74,0,NA,NA,408,NA,NA,NA,0,NA,NA,53.1,NA,1965,NA,0,108,524,NA,NA,1469,8,NA,NA,NA,1181,NA,NA,NA,NA,NA,NA,0,1469,0.0152671755725191,80.3948264125255,0,0,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,0
"599",599,390490079582,0,0,142,15,NA,NA,298,NA,NA,NA,0,NA,NA,55.4,NA,1992,NA,0,156,454,NA,NA,974,0,NA,NA,NA,959,NA,NA,NA,NA,NA,NA,88,974,0,98.4599589322382,1.54004106776181,0,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,9.03490759753593
"600",600,390490079583,0,24,73,0,NA,NA,234,NA,NA,NA,0,NA,NA,31.7,NA,1994,NA,169,86,451,NA,NA,915,131,NA,NA,NA,722,NA,NA,NA,NA,NA,NA,287,915,0.290465631929047,78.9071038251366,0,0,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,31.3661202185792
"601",601,390490079591,0,84,235,136,NA,NA,282,NA,NA,NA,86,NA,NA,35.5,1123,1995,NA,32,419,734,NA,NA,1445,33,NA,NA,NA,1119,NA,NA,NA,NA,NA,NA,720,1445,0.0449591280653951,77.439446366782,9.41176470588235,5.95155709342561,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,49.8269896193772
"602",602,390490079592,0,0,41,55,NA,NA,163,NA,NA,NA,12,NA,NA,38.9,NA,1967,NA,12,41,217,NA,NA,621,13,NA,NA,NA,554,NA,NA,NA,NA,NA,NA,0,621,0.0599078341013825,89.2109500805153,8.85668276972625,1.93236714975845,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,0
"603",603,390490079601,0,225,103,499,NA,NA,389,NA,NA,NA,1,NA,NA,30.4,1195,2000,NA,0,189,578,NA,NA,1596,0,NA,NA,NA,840,NA,NA,NA,NA,NA,NA,748,1596,0,52.6315789473684,31.265664160401,0.06265664160401,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,46.8671679197995
"604",604,390490079602,0,92,32,0,NA,NA,182,NA,NA,NA,0,NA,NA,32.2,NA,1984,NA,0,32,214,NA,NA,625,0,NA,NA,NA,517,NA,NA,NA,NA,NA,NA,117,625,0,82.72,0,0,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,18.72
"605",605,390490079603,0,0,0,254,NA,NA,370,NA,NA,NA,0,NA,NA,34.4,NA,NA,NA,0,0,370,NA,NA,1060,0,NA,NA,NA,783,NA,NA,NA,NA,NA,NA,0,1060,0,73.8679245283019,23.9622641509434,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"606",606,390490079604,0,102,274,199,NA,NA,329,NA,NA,NA,363,NA,NA,32.7,1291,1994,NA,158,338,667,NA,NA,1465,0,NA,NA,NA,959,NA,NA,NA,NA,NA,NA,643,1465,0,65.4607508532423,13.5836177474403,24.778156996587,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,43.8907849829352
"607",607,390490079611,0,0,86,0,NA,NA,633,NA,NA,NA,67,NA,NA,39.9,NA,2002,NA,52,99,732,NA,NA,2198,0,NA,NA,NA,2110,NA,NA,NA,NA,NA,NA,46,2198,0,95.9963603275705,0,3.04822565969063,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,2.09281164695177
"608",608,390490079612,0,54,144,300,NA,NA,637,NA,NA,NA,41,NA,NA,36.7,1686,2008,NA,0,156,809,NA,NA,2350,16,NA,NA,NA,1968,NA,NA,NA,NA,NA,NA,145,2350,0.0197775030902349,83.7446808510638,12.7659574468085,1.74468085106383,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,6.17021276595745
"609",609,390490079621,0,252,463,0,NA,NA,1158,NA,NA,NA,194,NA,NA,33,1291,1992,NA,112,475,1682,NA,NA,4439,49,NA,NA,NA,3772,NA,NA,NA,NA,NA,NA,762,4439,0.0291319857312723,84.9740932642487,0,4.370353683262,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,17.1660283847713
"610",610,390490079622,0,34,212,0,NA,NA,378,NA,NA,NA,49,NA,NA,39,1163,1958,NA,20,245,623,NA,NA,1223,0,NA,NA,NA,1162,NA,NA,NA,NA,NA,NA,275,1223,0,95.0122649223222,0,4.00654129190515,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,NA,22.4856909239575
"611",611,390490079631,0,263,369,112,NA,NA,1047,NA,NA,NA,66,NA,NA,43,2111,1986,NA,0,463,1558,NA,NA,3718,48,NA,NA,NA,2924,NA,NA,NA,NA,NA,NA,347,3718,0.030808729139923,78.6444324905863,3.01237224314147,1.77514792899408,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,9.3329747175901
"612",612,390490079641,0,130,77,27,NA,NA,562,NA,NA,NA,0,NA,NA,44.6,NA,1994,NA,46,77,639,NA,NA,1882,0,NA,NA,NA,1661,NA,NA,NA,NA,NA,NA,55,1882,0,88.2571732199787,1.4346439957492,0,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,2.92242295430393
"613",613,390490079642,0,249,579,46,NA,NA,377,NA,NA,NA,61,NA,NA,27.1,1266,2003,NA,73,877,1263,NA,NA,2159,9,NA,NA,NA,1716,NA,NA,NA,NA,NA,NA,2014,2159,0.00712589073634204,79.4812413154238,2.13061602593793,2.82538212135248,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,93.2839277443261
"614",614,390490079643,0,161,148,87,NA,NA,700,NA,NA,NA,154,NA,NA,32.9,1237,1988,NA,0,267,967,NA,NA,2640,0,NA,NA,NA,2180,NA,NA,NA,NA,NA,NA,1054,2640,0,82.5757575757576,3.29545454545454,5.83333333333333,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,39.9242424242424
"615",615,390490079651,0,138,422,168,NA,NA,235,NA,NA,NA,126,NA,NA,28.4,1090,1997,NA,0,628,906,NA,NA,1474,43,NA,NA,NA,1160,NA,NA,NA,NA,NA,NA,1030,1474,0.0474613686534216,78.6974219810041,11.3975576662144,8.54816824966079,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,69.8778833107191
"616",616,390490079652,0,128,153,96,NA,NA,521,NA,NA,NA,123,NA,NA,34.5,1328,1996,NA,0,219,740,NA,NA,2020,0,NA,NA,NA,1730,NA,NA,NA,NA,NA,NA,484,2020,0,85.6435643564356,4.75247524752475,6.08910891089109,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,23.960396039604
"617",617,390490079661,0,0,109,136,NA,NA,302,NA,NA,NA,0,NA,NA,32.9,1082,1995,NA,0,224,635,NA,NA,1228,109,NA,NA,NA,1092,NA,NA,NA,NA,NA,NA,1228,1228,0.171653543307087,88.9250814332247,11.0749185667752,0,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,100
"618",618,390490079662,0,395,402,652,NA,NA,994,NA,NA,NA,242,NA,NA,28.6,1141,1999,NA,0,454,1513,NA,NA,4066,65,NA,NA,NA,2169,NA,NA,NA,NA,NA,NA,1181,4066,0.0429610046265697,53.3448106246926,16.0354156419085,5.9517953762912,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,29.0457452041318
"619",619,390490080011,0,0,0,0,NA,NA,363,NA,NA,NA,26,NA,NA,45.6,NA,1993,NA,0,9,372,NA,NA,1102,0,NA,NA,NA,1102,NA,NA,NA,NA,NA,NA,35,1102,0,100,0,2.35934664246824,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,3.17604355716878
"620",620,390490080012,0,237,111,17,NA,NA,634,NA,NA,NA,11,NA,NA,36.3,955,1998,NA,51,160,935,NA,NA,2228,141,NA,NA,NA,1907,NA,NA,NA,NA,NA,NA,223,2228,0.150802139037433,85.5924596050269,0.763016157989228,0.493716337522442,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,10.0089766606822
"621",621,390490080021,0,11,49,0,NA,NA,636,NA,NA,NA,59,NA,NA,32.5,NA,1996,NA,49,69,705,NA,NA,2191,0,NA,NA,NA,2126,NA,NA,NA,NA,NA,NA,79,2191,0,97.0333181195801,0,2.69283432222729,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,3.60565951620265
"622",622,390490080022,0,0,312,0,NA,NA,323,NA,NA,NA,29,NA,NA,51.4,NA,NA,NA,6,312,635,NA,NA,1253,0,NA,NA,NA,1247,NA,NA,NA,NA,NA,NA,0,1253,0,99.5211492418196,0,2.31444533120511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"623",623,390490081101,0,48,132,195,NA,NA,558,NA,NA,NA,271,NA,NA,37.4,1138,1954,NA,64,141,748,NA,NA,1997,49,NA,NA,NA,1462,NA,NA,NA,NA,NA,NA,466,1997,0.0655080213903743,73.2098147220831,9.76464697045568,13.5703555332999,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,NA,23.3350025037556
"624",624,390490081102,0,0,77,11,NA,NA,132,NA,NA,NA,38,NA,NA,39.9,1533,1956,NA,0,99,231,NA,NA,539,0,NA,NA,NA,453,NA,NA,NA,NA,NA,NA,125,539,0,84.0445269016698,2.04081632653061,7.05009276437848,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,23.191094619666
"625",625,390490081103,0,0,194,181,NA,NA,166,NA,NA,NA,147,NA,NA,54.2,717,1963,NA,0,228,394,NA,NA,744,0,NA,NA,NA,424,NA,NA,NA,NA,NA,NA,182,744,0,56.989247311828,24.3279569892473,19.758064516129,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,24.4623655913978
"626",626,390490081104,0,36,345,127,NA,NA,208,NA,NA,NA,149,NA,NA,39.7,849,1964,NA,13,396,629,NA,NA,981,25,NA,NA,NA,784,NA,NA,NA,NA,NA,NA,797,981,0.0397456279809221,79.9184505606524,12.9459734964322,15.1885830784913,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,81.243628950051
"627",627,390490081201,0,68,172,450,NA,NA,471,NA,NA,NA,325,NA,NA,31.9,879,1966,NA,76,189,682,NA,NA,1741,22,NA,NA,NA,805,NA,NA,NA,NA,NA,NA,1194,1741,0.032258064516129,46.2377943710511,25.847214244687,18.6674325100517,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,68.5812751292361
"628",628,390490081202,0,170,157,18,NA,NA,306,NA,NA,NA,140,NA,NA,38.7,770,1962,NA,0,257,563,NA,NA,1489,0,NA,NA,NA,1086,NA,NA,NA,NA,NA,NA,398,1489,0,72.9348556077905,1.20886501007387,9.4022834116857,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,NA,26.7293485560779
"629",629,390490081203,0,22,89,106,NA,NA,329,NA,NA,NA,411,NA,NA,49.2,NA,1964,NA,424,168,497,NA,NA,1194,0,NA,NA,NA,572,NA,NA,NA,NA,NA,NA,141,1194,0,47.9061976549414,8.87772194304858,34.4221105527638,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,11.8090452261307
"630",630,390490081321,0,0,138,362,NA,NA,389,NA,NA,NA,247,NA,NA,38.4,1192,1989,NA,0,138,527,NA,NA,1355,0,NA,NA,NA,993,NA,NA,NA,NA,NA,NA,984,1355,0,73.2841328413284,26.7158671586716,18.2287822878229,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,72.619926199262
"631",631,390490081322,0,0,345,181,NA,NA,680,NA,NA,NA,0,NA,NA,49.7,1097,1979,NA,0,357,1151,NA,NA,2047,114,NA,NA,NA,1847,NA,NA,NA,NA,NA,NA,777,2047,0.0990443092962641,90.2296042989741,8.84220810942843,0,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,37.9579872984856
"632",632,390490081323,0,50,127,0,NA,NA,492,NA,NA,NA,142,NA,NA,30.3,NA,1994,NA,0,166,658,NA,NA,1670,0,NA,NA,NA,1573,NA,NA,NA,NA,NA,NA,59,1670,0,94.1916167664671,0,8.50299401197605,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,3.53293413173653
"633",633,390490081324,0,97,222,279,NA,NA,449,NA,NA,NA,675,NA,NA,30.4,961,1990,NA,0,265,801,NA,NA,1814,87,NA,NA,NA,884,NA,NA,NA,NA,NA,NA,982,1814,0.108614232209738,48.7320837927233,15.380374862183,37.2105843439912,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,54.1345093715546
"634",634,390490081631,0,72,199,309,NA,NA,336,NA,NA,NA,186,NA,NA,36.1,870,1979,NA,0,293,689,NA,NA,1332,60,NA,NA,NA,812,NA,NA,NA,NA,NA,NA,1132,1332,0.0870827285921626,60.960960960961,23.1981981981982,13.963963963964,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,84.984984984985
"635",635,390490081632,0,57,198,238,NA,NA,573,NA,NA,NA,872,NA,NA,33.2,983,1988,NA,278,319,911,NA,NA,2270,19,NA,NA,NA,1058,NA,NA,NA,NA,NA,NA,1057,2270,0.0208562019758507,46.6079295154185,10.4845814977974,38.4140969162996,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,46.5638766519824
"636",636,390490081641,0,0,68,324,NA,NA,243,NA,NA,NA,202,NA,NA,27.6,1176,1984,NA,0,125,448,NA,NA,1177,80,NA,NA,NA,773,NA,NA,NA,NA,NA,NA,722,1177,0.178571428571429,65.6754460492778,27.5276125743415,17.1622769753611,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,61.3423959218352
"637",637,390490081642,0,121,265,980,NA,NA,1009,NA,NA,NA,476,NA,NA,31.3,1089,1985,NA,336,332,1438,NA,NA,3910,97,NA,NA,NA,2460,NA,NA,NA,NA,NA,NA,2344,3910,0.0674547983310153,62.9156010230179,25.0639386189258,12.1739130434783,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,59.9488491048593
"638",638,390490081651,0,0,86,22,NA,NA,188,NA,NA,NA,8,NA,NA,41.5,NA,1956,NA,0,199,432,NA,NA,1090,45,NA,NA,NA,954,NA,NA,NA,NA,NA,NA,341,1090,0.104166666666667,87.5229357798165,2.01834862385321,0.73394495412844,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,31.2844036697248
"639",639,390490081652,0,0,204,166,NA,NA,226,NA,NA,NA,0,NA,NA,33.5,1074,1996,NA,172,215,522,NA,NA,922,81,NA,NA,NA,584,NA,NA,NA,NA,NA,NA,498,922,0.155172413793103,63.3405639913232,18.0043383947939,0,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,54.0130151843818
"640",640,390490081661,0,0,91,54,NA,NA,412,NA,NA,NA,244,NA,NA,33.1,NA,2000,NA,0,127,539,NA,NA,1571,0,NA,NA,NA,1280,NA,NA,NA,NA,NA,NA,183,1571,0,81.4767663908339,3.4373010821133,15.5315085932527,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,11.6486314449395
"641",641,390490081662,0,464,110,145,NA,NA,863,NA,NA,NA,0,NA,NA,43.6,1049,1995,NA,0,110,973,NA,NA,2679,0,NA,NA,NA,2033,NA,NA,NA,NA,NA,NA,350,2679,0,75.886524822695,5.41246733855916,0,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,13.0645763344532
"642",642,390490081663,0,0,95,0,NA,NA,308,NA,NA,NA,17,NA,NA,33.5,NA,2002,NA,0,102,418,NA,NA,1176,8,NA,NA,NA,1115,NA,NA,NA,NA,NA,NA,30,1176,0.0191387559808612,94.812925170068,0,1.44557823129252,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,2.55102040816327
"643",643,390490081671,0,18,226,77,NA,NA,426,NA,NA,NA,7,NA,NA,41.7,711,1984,NA,7,226,652,NA,NA,1862,0,NA,NA,NA,1717,NA,NA,NA,NA,NA,NA,169,1862,0,92.2126745435016,4.13533834586466,0.37593984962406,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,9.07626208378088
"644",644,390490081672,0,32,235,248,NA,NA,393,NA,NA,NA,311,NA,NA,47.1,1076,1994,NA,86,272,665,NA,NA,1427,0,NA,NA,NA,790,NA,NA,NA,NA,NA,NA,527,1427,0,55.3608969866853,17.3791170287316,21.7939733707078,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,36.9306236860547
